,run_id,flow_id,accuracy,f_measure,area_under_roc_curve,average_cost,kappa,kb_relative_information_score,mean_absolute_error,mean_prior_absolute_error,prior_entropy,relative_absolute_error,root_mean_prior_squared_error,root_mean_squared_error,root_relative_squared_error,data_preprocessing,classifier,feature_preprocessing
55,3877553,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
56,3878123,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
57,3878353,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
58,3967120,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
59,3967691,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
60,3969170,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
61,3971063,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
62,3971955,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
63,3972443,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
64,3972798,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
65,3972924,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
66,3973193,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
67,3974718,6840,0.7,0.5764705882352942,0.5,0.0,0.0,0.3733302686426763,0.4200000000000029,0.42015968063872167,0.8817783329695427,0.9996199524940708,0.45825774337365466,0.4582575694955868,0.9999996205670928,1,1,1
68,3977377,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
69,3977468,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
70,3978135,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
71,3980104,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
72,3980115,6840,0.7,0.5764705882352942,0.6607809523809524,0.0,0.0,78.75711126271037,0.3723578864559236,0.42015968063872167,0.8817783329695427,0.8862294589758579,0.45825774337365466,0.4316485857523634,0.9419340796613782,1,1,1
73,3980191,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
74,3980243,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
75,3981617,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
76,3983212,6840,0.7,0.5764705882352942,0.5,0.0,0.0,0.3733302686426763,0.4200000000000029,0.42015968063872167,0.8817783329695427,0.9996199524940708,0.45825774337365466,0.4582575694955868,0.9999996205670928,1,1,1
77,3984147,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
78,3985472,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
79,3986426,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
80,3987129,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
81,3987726,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
82,3988096,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
83,3989015,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
84,3989143,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
85,3991194,6840,0.7,0.5764705882352942,0.6607809523809524,0.0,0.0,78.75711126271037,0.3723578864559236,0.42015968063872167,0.8817783329695427,0.8862294589758579,0.45825774337365466,0.4316485857523634,0.9419340796613782,1,1,1
86,3991731,6840,0.7,0.5764705882352942,0.5,0.0,0.0,0.3733302686426763,0.4200000000000029,0.42015968063872167,0.8817783329695427,0.9996199524940708,0.45825774337365466,0.4582575694955868,0.9999996205670928,1,1,1
87,3991749,6840,0.7,0.5764705882352942,0.6607809523809524,0.0,0.0,78.75711126271037,0.3723578864559236,0.42015968063872167,0.8817783329695427,0.8862294589758579,0.45825774337365466,0.4316485857523634,0.9419340796613782,1,1,1
88,3993232,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
89,3993759,6840,0.7,0.5764705882352942,0.6607809523809524,0.0,0.0,78.75711126271037,0.3723578864559236,0.42015968063872167,0.8817783329695427,0.8862294589758579,0.45825774337365466,0.4316485857523634,0.9419340796613782,1,1,1
90,3993767,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
91,3994482,6840,0.7,0.576471,0.5,0.0,0.0,0.37333,0.42,0.42016,0.881778,0.99962,0.458258,0.458258,1.0,1,1,1
92,3994595,6840,0.7,0.5764705882352942,0.5,0.0,0.0,0.3733302686426763,0.4200000000000029,0.42015968063872167,0.8817783329695427,0.9996199524940708,0.45825774337365466,0.4582575694955868,0.9999996205670928,1,1,1
93,3994712,6840,0.7,0.576471,0.660781,0.0,0.0,78.757111,0.372358,0.42016,0.881778,0.886229,0.458258,0.431649,0.941934,1,1,1
94,3994719,6840,0.7,0.5764705882352942,0.5,0.0,0.0,0.3733302686426763,0.4200000000000029,0.42015968063872167,0.8817783329695427,0.9996199524940708,0.45825774337365466,0.4582575694955868,0.9999996205670928,1,1,1
